"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","IMMIGINFLOW","OTH","NBR","A","1998",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","1999",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2000",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2001",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2002",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2003",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2004",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2005",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2006",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2007",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2008",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2009",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2010",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2011",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2012",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2013",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2014",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2015",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2016",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2017",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2018",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","2019",0,
"NLD","IMMIGINFLOW","WORK","NBR","A","1995",3441.948,
"NLD","IMMIGINFLOW","WORK","NBR","A","1996",4459.262,
"NLD","IMMIGINFLOW","WORK","NBR","A","1997",4756.129,
"NLD","IMMIGINFLOW","WORK","NBR","A","1998",5810.036,
"NLD","IMMIGINFLOW","WORK","NBR","A","1999",5887.163,
"NLD","IMMIGINFLOW","WORK","NBR","A","2000",6838.879,
"NLD","IMMIGINFLOW","WORK","NBR","A","2001",7752.684,
"NLD","IMMIGINFLOW","WORK","NBR","A","2002",7137.43,
"NLD","IMMIGINFLOW","WORK","NBR","A","2003",7065.477,
"NLD","IMMIGINFLOW","WORK","NBR","A","2004",5100,
"NLD","IMMIGINFLOW","WORK","NBR","A","2005",5300,
"NLD","IMMIGINFLOW","WORK","NBR","A","2006",6507,
"NLD","IMMIGINFLOW","WORK","NBR","A","2007",8112,
"NLD","IMMIGINFLOW","WORK","NBR","A","2008",9907,
"NLD","IMMIGINFLOW","WORK","NBR","A","2009",8787,
"NLD","IMMIGINFLOW","WORK","NBR","A","2010",8662,
"NLD","IMMIGINFLOW","WORK","NBR","A","2011",9588,
"NLD","IMMIGINFLOW","WORK","NBR","A","2012",11685,
"NLD","IMMIGINFLOW","WORK","NBR","A","2013",12963,
"NLD","IMMIGINFLOW","WORK","NBR","A","2014",11948,
"NLD","IMMIGINFLOW","WORK","NBR","A","2015",13119,
"NLD","IMMIGINFLOW","WORK","NBR","A","2016",14827,
"NLD","IMMIGINFLOW","WORK","NBR","A","2017",17973,
"NLD","IMMIGINFLOW","WORK","NBR","A","2018",21052,
"NLD","IMMIGINFLOW","WORK","NBR","A","2019",23596,
"NZL","IMMIGINFLOW","FAM","NBR","A","2001",15942,
"NZL","IMMIGINFLOW","FAM","NBR","A","2002",12663,
"NZL","IMMIGINFLOW","FAM","NBR","A","2003",14608,
"NZL","IMMIGINFLOW","FAM","NBR","A","2004",13394,
"NZL","IMMIGINFLOW","FAM","NBR","A","2005",14830,
"NZL","IMMIGINFLOW","FAM","NBR","A","2006",14659,
"NZL","IMMIGINFLOW","FAM","NBR","A","2007",14841,
"NZL","IMMIGINFLOW","FAM","NBR","A","2008",14811,
"NZL","IMMIGINFLOW","FAM","NBR","A","2009",13679,
"NZL","IMMIGINFLOW","FAM","NBR","A","2010",14320,
"NZL","IMMIGINFLOW","FAM","NBR","A","2011",16417,
"NZL","IMMIGINFLOW","FAM","NBR","A","2012",15831,
"NZL","IMMIGINFLOW","FAM","NBR","A","2013",16885,
"NZL","IMMIGINFLOW","FAM","NBR","A","2014",17648,
"NZL","IMMIGINFLOW","FAM","NBR","A","2015",17209,
"NZL","IMMIGINFLOW","FAM","NBR","A","2016",16425,
"NZL","IMMIGINFLOW","FAM","NBR","A","2017",12372,
"NZL","IMMIGINFLOW","FAM","NBR","A","2018",15150,
"NZL","IMMIGINFLOW","FAM","NBR","A","2019",10458,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2001",21856,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2002",20568,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2003",14674,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2004",11387,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2005",19964,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2006",17043,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2007",15878,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2008",15595,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2009",15158,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2010",15104,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2011",11444,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2012",10177,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2013",10264,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2014",12182,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2015",14116,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2016",15148,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2017",12282,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2018",10830,
"NZL","IMMIGINFLOW","FAMWORKR","NBR","A","2019",11460,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2001",3916,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2002",4153,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2003",4822,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2004",5437,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2005",5120,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2006",4791,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2007",4863,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2008",4282,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2009",3886,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2010",4143,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2011",3697,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2012",3580,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2013",4417,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2014",4894,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2015",5546,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2016",6033,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2017",6499,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2018",5654,
"NZL","IMMIGINFLOW","FREEMOVS","NBR","A","2019",4040,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2001",2933,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2002",2196,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2003",4905,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2004",3712,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2005",4871,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2006",5238,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2007",3769,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2008",3678,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2009",3109,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2010",2807,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2011",2741,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2012",3032,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2013",3385,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2014",3551,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2015",3784,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2016",4021,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2017",4149,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2018",4191,
"NZL","IMMIGINFLOW","HUMNTRN","NBR","A","2019",3615,
"NZL","IMMIGINFLOW","OTH","NBR","A","2001",0,
"NZL","IMMIGINFLOW","OTH","NBR","A","2002",0,
"NZL","IMMIGINFLOW","OTH","NBR","A","2003",0,
"NZL","IMMIGINFLOW","OTH","NBR","A","2004",0,
"NZL","IMMIGINFLOW","OTH","NBR","A","2005",0,
"NZL","IMMIGINFLOW","OTH","NBR","A","2006",0,
"NZL","IMMIGINFLOW","WORK","NBR","A","2001",13336,
"NZL","IMMIGINFLOW","WORK","NBR","A","2002",13390,
"NZL","IMMIGINFLOW","WORK","NBR","A","2003",9235,
"NZL","IMMIGINFLOW","WORK","NBR","A","2004",7662,
"NZL","IMMIGINFLOW","WORK","NBR","A","2005",14459,
"NZL","IMMIGINFLOW","WORK","NBR","A","2006",12906,
"NZL","IMMIGINFLOW","WORK","NBR","A","2007",12362,
"NZL","IMMIGINFLOW","WORK","NBR","A","2008",12802,
"NZL","IMMIGINFLOW","WORK","NBR","A","2009",11629,
"NZL","IMMIGINFLOW","WORK","NBR","A","2010",12114,
"NZL","IMMIGINFLOW","WORK","NBR","A","2011",10194,
"NZL","IMMIGINFLOW","WORK","NBR","A","2012",10052,
"NZL","IMMIGINFLOW","WORK","NBR","A","2013",10126,
"NZL","IMMIGINFLOW","WORK","NBR","A","2014",11664,
"NZL","IMMIGINFLOW","WORK","NBR","A","2015",13914,
"NZL","IMMIGINFLOW","WORK","NBR","A","2016",14079,
"NZL","IMMIGINFLOW","WORK","NBR","A","2017",11895,
"NZL","IMMIGINFLOW","WORK","NBR","A","2018",9198,
"NZL","IMMIGINFLOW","WORK","NBR","A","2019",8763,
"NOR","IMMIGINFLOW","FAM","NBR","A","2002",0,
"NOR","IMMIGINFLOW","FAM","NBR","A","2003",9399.25,
"NOR","IMMIGINFLOW","FAM","NBR","A","2004",10375,
"NOR","IMMIGINFLOW","FAM","NBR","A","2005",10158,
"NOR","IMMIGINFLOW","FAM","NBR","A","2006",9663,
"NOR","IMMIGINFLOW","FAM","NBR","A","2007",10676,
"NOR","IMMIGINFLOW","FAM","NBR","A","2008",12022.25,
"NOR","IMMIGINFLOW","FAM","NBR","A","2009",9161.25,
"NOR","IMMIGINFLOW","FAM","NBR","A","2010",10075.25,
"NOR","IMMIGINFLOW","FAM","NBR","A","2011",12923.313,
"NOR","IMMIGINFLOW","FAM","NBR","A","2012",12433,
"NOR","IMMIGINFLOW","FAM","NBR","A","2013",11936,
"NOR","IMMIGINFLOW","FAM","NBR","A","2014",11078,
"NOR","IMMIGINFLOW","FAM","NBR","A","2015",12592,
"NOR","IMMIGINFLOW","FAM","NBR","A","2016",15332,
"NOR","IMMIGINFLOW","FAM","NBR","A","2017",14236,
"NOR","IMMIGINFLOW","FAM","NBR","A","2018",10900,
"NOR","IMMIGINFLOW","FAM","NBR","A","2019",11778,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"NOR","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2002",9523,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2003",8275,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2004",11064,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2005",13775,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2006",20685,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2007",33426,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2008",32529,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2009",28162,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2010",38695,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2011",41379,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2012",38002,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2013",37366,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2014",36240,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2015",27961,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2016",21941,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2017",20313,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2018",22002.813,
"NOR","IMMIGINFLOW","FREEMOVS","NBR","A","2019",19995.506,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2002",0,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2003",5079,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2004",5087,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2005",4424,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2006",3352,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2007",5930,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2008",4757,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2009",6189,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2010",6964,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2011",6246,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2012",7198,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2013",7903,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2014",7537,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2015",9679,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2016",16041,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2017",7982,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2018",3875,
"NOR","IMMIGINFLOW","HUMNTRN","NBR","A","2019",5119,
"NOR","IMMIGINFLOW","OTH","NBR","A","2002",0,
"NOR","IMMIGINFLOW","OTH","NBR","A","2003",0,
"NOR","IMMIGINFLOW","OTH","NBR","A","2004",0,
"NOR","IMMIGINFLOW","OTH","NBR","A","2005",0,
"NOR","IMMIGINFLOW","OTH","NBR","A","2006",0,
"NOR","IMMIGINFLOW","WORK","NBR","A","2002",0,
"NOR","IMMIGINFLOW","WORK","NBR","A","2003",1142,
"NOR","IMMIGINFLOW","WORK","NBR","A","2004",757,
"NOR","IMMIGINFLOW","WORK","NBR","A","2005",1243,
"NOR","IMMIGINFLOW","WORK","NBR","A","2006",2027,
"NOR","IMMIGINFLOW","WORK","NBR","A","2007",3006,
"NOR","IMMIGINFLOW","WORK","NBR","A","2008",3508,
"NOR","IMMIGINFLOW","WORK","NBR","A","2009",2688,
"NOR","IMMIGINFLOW","WORK","NBR","A","2010",2830,
"NOR","IMMIGINFLOW","WORK","NBR","A","2011",3495,
"NOR","IMMIGINFLOW","WORK","NBR","A","2012",4082,
"NOR","IMMIGINFLOW","WORK","NBR","A","2013",3845,
"NOR","IMMIGINFLOW","WORK","NBR","A","2014",3737,
"NOR","IMMIGINFLOW","WORK","NBR","A","2015",2875,
"NOR","IMMIGINFLOW","WORK","NBR","A","2016",2488,
"NOR","IMMIGINFLOW","WORK","NBR","A","2017",2815,
"NOR","IMMIGINFLOW","WORK","NBR","A","2018",3771,
"NOR","IMMIGINFLOW","WORK","NBR","A","2019",4391,
"PRT","IMMIGINFLOW","FAM","NBR","A","1999",4100.46,
"PRT","IMMIGINFLOW","FAM","NBR","A","2000",6210.946,
"PRT","IMMIGINFLOW","FAM","NBR","A","2001",6109.147,
"PRT","IMMIGINFLOW","FAM","NBR","A","2002",6061.148,
"PRT","IMMIGINFLOW","FAM","NBR","A","2003",4534.616,
"PRT","IMMIGINFLOW","FAM","NBR","A","2004",4224.025,
"PRT","IMMIGINFLOW","FAM","NBR","A","2005",4356,
"PRT","IMMIGINFLOW","FAM","NBR","A","2006",15564,
"PRT","IMMIGINFLOW","FAM","NBR","A","2007",10825,
"PRT","IMMIGINFLOW","FAM","NBR","A","2008",24332,
"PRT","IMMIGINFLOW","FAM","NBR","A","2009",17432,
"PRT","IMMIGINFLOW","FAM","NBR","A","2010",14486,
"PRT","IMMIGINFLOW","FAM","NBR","A","2011",14327,
"PRT","IMMIGINFLOW","FAM","NBR","A","2012",11517.245,
"PRT","IMMIGINFLOW","FAM","NBR","A","2013",9607.397,
"PRT","IMMIGINFLOW","FAM","NBR","A","2014",10882.201,
"PRT","IMMIGINFLOW","FAM","NBR","A","2015",10151.272,
"PRT","IMMIGINFLOW","FAM","NBR","A","2016",10025,
"PRT","IMMIGINFLOW","FAM","NBR","A","2017",14021,
"PRT","IMMIGINFLOW","FAM","NBR","A","2018",20953,
"PRT","IMMIGINFLOW","FAM","NBR","A","2019",30025,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","1999",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"PRT","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","1999",3771,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2000",3956,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2001",3946,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2002",3543,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2003",2984,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2004",3105,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2005",3057,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2006",2200,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2007",22962,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2008",14439,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2009",17740,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2010",15180,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2011",12057.628,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2012",9613.975,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2013",10395.123,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2014",12378.262,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2015",13073.214,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2016",14856,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2017",15648,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2018",16654,
"PRT","IMMIGINFLOW","FREEMOVS","NBR","A","2019",27280.456,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","1999",66,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2000",62,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2001",41,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2002",32,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2003",14,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2004",9,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2005",16,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2006",30,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2007",122,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2008",82,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2009",52,
"PRT","IMMIGINFLOW","HUMNTRN","NBR","A","2010",57,
